"","Wage","Age","Potential","Special","Acceleration","Aggression","Agility","Balance","Ball.control","Composure","Crossing","Curve","Dribbling","Finishing","Free.kick.accuracy","GK.diving","GK.handling","GK.kicking","GK.positioning","GK.reflexes","Heading.accuracy","Interceptions","Jumping","Long.passing","Long.shots","Marking","Penalties","Positioning","Reactions","Short.passing","Shot.power","Sliding.tackle","Sprint.speed","Stamina","Standing.tackle","Strength","Vision","Volleys","CAM","CB","CDM","CF","CM","LAM","LB","LCB","LCM","LDM","LF","LM","LS","LW","LWB","RAM","RB","RCB","RCM","RDM","RF","RM","RS","RW","RWB","ST"
"I. Scocco River Plate",1.14191336857102,1.58567015929036,0.46435152509912,1.71404329051679,0.772824374372125,1.1419624984061,0.731796766939258,1.21156112448298,1.60342016382601,1.12324947178412,1.3182819859882,2.30520742927198,1.55187345573854,0.844491924896719,2.03071203196205,1.10042739535623,0.450173671638421,1.0378840343979,-1.44561174199644,0.455062546884904,-1.07243358342275,0.551812879591688,0.159224615862693,1.92035286303761,1.96901018811947,-0.0949165473388586,0.942639480485198,1.35595065860446,1.07054898527419,1.14662842154037,1.35215372492377,0.384151159157111,0.654501367972505,0.237240348641829,0.382245582883716,-0.112207927138967,1.58963696959187,1.84314530774187,1.69393849755279,0.538819998656329,1.22912528741223,1.61183451697405,1.63593044214316,1.69393849755279,0.895794474990168,0.538819998656329,1.63593044214316,1.22912528741223,1.61183451697405,1.61258372526561,1.18766610680319,1.60470103691232,1.14278842107638,1.69393849755279,0.895794474990168,0.538819998656329,1.63593044214316,1.22912528741223,1.61183451697405,1.61258372526561,1.18766610680319,1.60470103691232,1.14278842107638,1.18766610680319
"D. Falcinelli Sassuolo",1.7462385250737,0.269345046229153,0.630878119738775,0.163178030421058,0.430995931547537,-0.477860831784388,0.385227806986618,-0.0882151879482014,0.787715813950778,1.32147535264592,-1.15194085520271,-0.525010066040993,0.767788034111017,1.47906259593705,-0.870113746078225,-1.44523875765164,0.450173671638421,-1.11531686105729,-1.76338506125954,1.07216897595212,0.776221783518811,-0.609106054188254,0.247841914922521,0.735958119454059,0.744004894614804,-1.2697801517437,0.25433780249179,1.25213366331222,1.17717050303657,0.617591993990521,0.394926747371828,-0.880772429550334,0.199723955538949,0.433056343613068,-1.02676977513543,0.502610579044806,0.278334395977075,0.607942904857461,0.891683098573252,-0.456525817974176,0.00132326622760512,1.05948253577049,0.724071754781374,0.891683098573252,-0.441104678286749,-0.456525817974176,0.724071754781374,0.00132326622760512,1.05948253577049,0.682895805137776,1.18766610680319,0.659346548500026,-0.285614633961067,0.891683098573252,-0.441104678286749,-0.456525817974176,0.724071754781374,0.00132326622760512,1.05948253577049,0.682895805137776,1.18766610680319,0.659346548500026,-0.285614633961067,1.18766610680319
"F. Pereyra Necaxa",0.809259673499276,0.927507602759757,0.46435152509912,1.4027585071284,0.772824374372125,0.332050833310855,0.905081246915578,1.21156112448298,1.48689097098669,0.825910650491411,1.54284769882374,1.59765305544374,1.4398612526489,0.844491924896719,1.88567074306004,0.14580258797828,-0.831807254500588,1.34548416232007,0.778801492845273,0.455062546884904,0.221625173436343,-0.0732973155205883,0.159224615862693,1.92035286303761,0.966733129797471,0.439112363754252,-0.0898130365049138,0.629231691558784,1.17717050303657,1.14662842154037,0.820360959617136,1.64907474786456,0.836412332945928,0.824688333555546,0.0065081540786103,-1.72610650587137,1.69050639833147,0.519714161794288,1.56022926438953,0.254435479619042,0.956280393815643,1.47374652167316,1.50566491537719,1.56022926438953,1.34142752608247,0.254435479619042,1.50566491537719,0.956280393815643,1.47374652167316,1.61258372526561,0.904795136370969,1.60470103691232,1.42846903208387,1.56022926438953,1.34142752608247,0.254435479619042,1.50566491537719,0.956280393815643,1.47374652167316,1.61258372526561,0.904795136370969,1.60470103691232,1.42846903208387,0.904795136370969
"S. Gakpé Amiens SC Football",0.993226690860361,1.14689512160329,0.46435152509912,1.31381999758886,1.71285259213974,-0.727064421044463,1.77150364679718,1.53650520259077,1.37036177814737,-0.561670515541218,1.61770293643558,0.575630071025164,1.4398612526489,0.0830071196483231,0.942902365196949,1.7368439336082,1.41165936624268,0.11508365063139,0.461028173582172,-1.39625674031676,0.591356246824655,0.373209966702466,0.513693812102006,0.989756993079106,1.52355371775414,-0.201722329557481,0.25433780249179,1.14831666801998,0.324198360937527,1.46405027807027,1.24579517186244,0.0679202619802497,1.74596715781304,0.628872338584307,-0.463163631927771,-0.573321806776797,0.984420397154272,0.784400390983805,1.56022926438953,0.112243220100398,0.54701305342077,1.47374652167316,1.24513386184525,1.56022926438953,1.04433882535427,0.112243220100398,1.24513386184525,0.54701305342077,1.47374652167316,1.61258372526561,1.18766610680319,1.73975167811407,1.14278842107638,1.56022926438953,1.04433882535427,0.112243220100398,1.24513386184525,0.54701305342077,1.47374652167316,1.61258372526561,1.18766610680319,1.73975167811407,1.14278842107638,1.18766610680319
"B. Afobe Bournemouth",1.79158567446141,-0.169429991457917,1.29698449829739,0.941389988892034,1.11465281719671,0.456652627940892,0.298585566998458,0.399200929213491,1.02077419962942,0.925023590922313,0.120598184198669,1.28318444485341,0.879800237200664,1.35214846172898,0.870381720745942,-1.12703048852566,-1.47279771757009,-0.500116605212952,-0.174518464944031,-1.08770352578315,0.314057941783421,-0.162598771965199,0.868163008341318,0.566758870370695,0.855369012206137,-0.201722329557481,1.05735642681743,1.35595065860446,0.644062914224667,0.935013850520428,0.182209641249175,-0.669951831432426,0.836412332945928,0.628872338584307,-0.369229274726495,0.579462892317778,0.984420397154272,1.04908662017332,1.15910156489976,0.254435479619042,0.410590606622479,1.19757053107138,0.984602808313313,1.15910156489976,0.301617073533761,0.254435479619042,0.984602808313313,0.410590606622479,1.19757053107138,1.08133348519256,1.18766610680319,1.19954911330705,0.428586893557655,1.15910156489976,0.301617073533761,0.254435479619042,0.984602808313313,0.410590606622479,1.19757053107138,1.08133348519256,1.18766610680319,1.19954911330705,0.428586893557655,1.18766610680319
"Suk Hyun Jun ES Troyes AC",0.809259673499276,0.269345046229153,0.797404714378429,0.941389988892034,-0.594489396926226,1.57806877961123,-0.567836832883143,-1.46922751990633,1.37036177814737,0.726797710060508,0.79429532270528,1.28318444485341,1.32784904955925,0.717577790688653,1.59558816525601,-1.12703048852566,-0.190816791431084,0.42268377855356,-1.12783842273333,-0.779150311249536,0.961087320212967,0.194607053813244,-0.0180099822569629,0.143760747662285,1.52355371775414,0.225500799317008,-0.204529982837148,0.940682677435502,0.644062914224667,0.0885555664406763,1.99030504329173,-0.142900336137658,-0.43696442186803,1.21632032349802,1.03978608329265,1.04057677195561,0.278334395977075,0.872629134046977,0.757973865409996,0.96539677721226,0.819857947017352,0.921394540469595,0.854337281547344,0.757973865409996,0.598705774261964,0.96539677721226,0.854337281547344,0.819857947017352,0.921394540469595,0.815708365156037,1.18766610680319,0.794397189701782,0.714267504565143,0.757973865409996,0.598705774261964,0.96539677721226,0.854337281547344,0.819857947017352,0.921394540469595,0.815708365156037,1.18766610680319,0.794397189701782,0.714267504565143,1.18766610680319
"David Rodríguez CA Osasuna",0.635600611022623,1.36628264044683,0.46435152509912,1.12482566481733,0.943738595784419,0.0205463467357613,0.818439006927418,-0.0882151879482014,0.55465742827214,0.528571829198704,1.46799246121189,0.418395765729998,0.543763627931725,1.09832019331285,0.652819787392922,0.782219126230249,-0.190816791431084,0.11508365063139,-1.12783842273333,0.146509332351294,0.406490710130499,0.462511423147077,1.04539760646097,-0.279237375046125,1.41218960016281,1.40036440372185,1.74565810481084,0.940682677435502,0.750684431987047,-0.0172517190692927,1.4585122779851,-0.248310635196611,1.01832329791935,1.31422832098364,-0.087426203122666,0.65631520559075,0.278334395977075,0.872629134046977,0.757973865409996,0.681012258174972,0.54701305342077,0.921394540469595,0.463540701249436,0.757973865409996,0.895794474990168,0.681012258174972,0.463540701249436,0.54701305342077,0.921394540469595,0.948520925174298,1.18766610680319,1.06449847210529,0.999948115572632,0.757973865409996,0.895794474990168,0.681012258174972,0.463540701249436,0.54701305342077,0.921394540469595,0.948520925174298,1.18766610680319,1.06449847210529,0.999948115572632,1.18766610680319
"J. Kembo-Ekoko Bursaspor",1.07111556320314,0.927507602759757,0.46435152509912,1.46946238928305,1.20010992790286,0.705856217200967,0.471870046974778,0.317964909686543,0.671186621111459,0.3303459483369,1.69255817404743,1.91212166603407,1.88791006500748,0.209921253856389,2.17575332086407,-1.12703048852566,-1.47279771757009,0.730283906475731,1.09657481210837,-0.162043882182316,-0.610269741687359,1.98063618270546,-1.0814175709749,1.24355586670415,2.19173842330214,-0.201722329557481,0.827922534152963,0.421597700974305,1.07054898527419,1.3582429925603,1.56487083104642,0.278740860098157,1.10927878040606,-0.448115633757507,0.476179940084992,0.425758265771835,1.69050639833147,0.784400390983805,1.56022926438953,0.823204517693616,1.22912528741223,1.33565852637227,1.50566491537719,1.56022926438953,1.19288317571837,0.823204517693616,1.50566491537719,1.22912528741223,1.33565852637227,1.47977116524734,1.04623062158708,1.60470103691232,1.42846903208387,1.56022926438953,1.19288317571837,0.823204517693616,1.50566491537719,1.22912528741223,1.33565852637227,1.47977116524734,1.04623062158708,1.60470103691232,1.42846903208387,1.04623062158708
"Élton Al Qadisiyah",0.906666539769938,1.36628264044683,0.46435152509912,1.48613835982172,1.54193837072745,-0.540161729099407,1.25165020686822,1.21156112448298,0.904245006790097,0.429458888767802,2.06683436210666,1.99073881868165,1.32784904955925,0.336835388064455,2.97348040982514,0.782219126230249,1.41165936624268,0.42268377855356,-0.174518464944031,-0.779150311249536,-2.08919403524061,1.26622453114857,0.0706073168028652,2.17415173666265,1.85764607052814,1.18675283928461,1.05735642681743,0.317780705682065,0.644062914224667,1.67566484909021,0.394926747371828,0.805792355392926,1.83692264029975,0.726780336069927,0.288311225682439,-2.72518657842,1.48876754085227,0.519714161794288,1.56022926438953,-0.0299490394182454,1.22912528741223,1.19757053107138,1.63593044214316,1.56022926438953,1.63851622681068,-0.0299490394182454,1.63593044214316,1.22912528741223,1.19757053107138,1.74539628528387,0.339053195506522,1.60470103691232,1.8569899485951,1.56022926438953,1.63851622681068,-0.0299490394182454,1.63593044214316,1.22912528741223,1.19757053107138,1.74539628528387,0.339053195506522,1.60470103691232,1.8569899485951,0.339053195506522
"D. Vera Colon de Santa Fe",0.755566715269327,1.58567015929036,0.46435152509912,1.06923909635512,0.0891674887229492,0.581254422570929,0.731796766939258,0.0742568511056962,1.02077419962942,0.825910650491411,1.46799246121189,0.103927155139668,0.99181244029031,0.971406059104785,-0.144907301568155,-1.12703048852566,1.09116413470793,1.34548416232007,-0.492291784207132,1.68927540501934,1.79298223533667,0.551812879591688,0.425076513042178,0.820557743995741,0.855369012206137,-0.201722329557481,1.17207337314967,0.940682677435502,0.430819878699907,1.3582429925603,0.926719512678462,-0.037490037078704,-0.800786351814875,1.02050432852679,-0.932835417934153,0.65631520559075,1.08528982589387,1.66668782161553,1.15910156489976,0.538819998656329,0.683435500219061,1.05948253577049,1.11486833507928,1.15910156489976,0.598705774261964,0.538819998656329,1.11486833507928,0.683435500219061,1.05948253577049,1.08133348519256,1.18766610680319,1.06449847210529,0.714267504565143,1.15910156489976,0.598705774261964,0.538819998656329,1.11486833507928,0.683435500219061,1.05948253577049,1.08133348519256,1.18766610680319,1.06449847210529,0.714267504565143,1.18766610680319
"M. Radović Legia Warszawa",0.56788494519303,1.8050576781339,0.46435152509912,1.21376417435688,0.260081710135243,0.830458011831004,-0.394552352906823,0.236728890159594,1.02077419962942,2.11437887609314,1.24342674837635,1.51903590279616,1.99992226809713,0.717577790688653,1.01542300964796,0.464010857104265,-1.47279771757009,0.730283906475731,-0.810065103470233,-1.39625674031676,0.498923478477577,1.08762161825935,0.336459213982349,0.989756993079106,-0.481000398889867,0.439112363754252,0.598488641488494,1.14831666801998,2.03014264513561,1.78147213460018,-0.562300230180113,1.64907474786456,-1.43747472922185,-0.546023631243127,2.26093272690924,0.733167518863721,2.19485354202947,-0.00965829658474473,1.56022926438953,1.67635807480548,1.77481507460539,1.33565852637227,1.76619596890913,1.56022926438953,1.48997187644658,1.67635807480548,1.76619596890913,1.77481507460539,1.33565852637227,1.47977116524734,0.904795136370969,1.3345997545088,1.57130933758761,1.56022926438953,1.48997187644658,1.67635807480548,1.76619596890913,1.77481507460539,1.33565852637227,1.47977116524734,0.904795136370969,1.3345997545088,1.57130933758761,0.904795136370969
"Hélton Celanova Botafogo de Futebol e Regatas",1.03314514408126,0.0499575273856181,0.46435152509912,0.518932068579218,-1.36360339328155,-0.0417545505792574,0.0386588470339777,-0.494395285582945,1.02077419962942,1.32147535264592,-0.403388479084251,0.890098681615494,-0.0162973875165074,0.844491924896719,0.507778498490908,-0.172405681147704,-0.190816791431084,2.26828454608659,-0.174518464944031,0.763615761418514,1.2383856252542,-0.609106054188254,-0.461096477556103,0.651358494912377,1.41218960016281,-1.16297436952508,1.51622421214637,0.940682677435502,0.537441396462287,1.3582429925603,2.09666359635306,-1.4078239248451,-1.25556376424843,-0.448115633757507,-0.7449667035316,1.50169065159344,0.984420397154272,1.66668782161553,0.891683098573252,-0.172141298936889,0.137745713025896,0.783306545168704,0.854337281547344,0.891683098573252,-0.738193379014952,-0.172141298936889,0.854337281547344,0.137745713025896,0.783306545168704,0.284458125082992,1.18766610680319,0.389245266096515,-0.571295244968556,0.891683098573252,-0.738193379014952,-0.172141298936889,0.854337281547344,0.137745713025896,0.783306545168704,0.284458125082992,1.18766610680319,0.389245266096515,-0.571295244968556,1.18766610680319
"Jadson Vidigal Sociedade Esportiva Palmeiras",1.44610085828573,0.0499575273856181,0.46435152509912,0.707926401350741,1.02919570649057,0.145148141365799,0.211943327010298,0.236728890159594,-0.377576114442412,0.429458888767802,0.27030865942236,0.261161460434833,-0.128309590606154,0.971406059104785,0.580299142941915,-0.808822219399673,-0.831807254500588,-0.807716733135123,1.41434813137148,-0.470597096715926,0.683789015171733,0.373209966702466,0.336459213982349,0.566758870370695,1.96901018811947,-1.16297436952508,1.63094115847861,1.25213366331222,1.39041353856133,0.935013850520428,1.56487083104642,-1.19700332672719,0.745456850459217,-0.350207636271888,-1.30857284673926,0.733167518863721,-0.427751605200122,1.57845907855235,0.62426463224674,-0.172141298936889,0.00132326622760512,0.783306545168704,0.463540701249436,0.62426463224674,-0.144015977558545,-0.172141298936889,0.463540701249436,0.00132326622760512,0.783306545168704,0.550083245119514,1.18766610680319,0.659346548500026,6.5977046421592e-05,0.62426463224674,-0.144015977558545,-0.172141298936889,0.463540701249436,0.00132326622760512,0.783306545168704,0.550083245119514,1.18766610680319,0.659346548500026,6.5977046421592e-05,1.18766610680319
"A. Erokhin Zenit St. Petersburg",1.77676162213723,0.488732565072688,0.630878119738775,2.00309344652029,-1.10723206116311,1.1419624984061,-0.394552352906823,-0.575631305109894,1.13730339246874,0.429458888767802,1.61770293643558,0.811481528967912,1.10382464337996,1.09832019331285,0.652819787392922,-0.490613950273688,1.09116413470793,1.34548416232007,-0.174518464944031,1.07216897595212,0.961087320212967,3.23085657293001,-0.283861879436447,2.17415173666265,1.63491783534547,3.85689739475016,0.25433780249179,0.940682677435502,1.28379202079895,1.67566484909021,0.926719512678462,3.65187042998468,-0.0731424919211848,2.19540029835422,3.57601372772711,0.348905952498863,1.38789811211267,0.696171647920633,1.42652003122628,3.3826651890292,3.27546198938659,1.19757053107138,2.28725807597301,1.42652003122628,3.2725040808158,3.3826651890292,2.28725807597301,3.27546198938659,1.19757053107138,1.47977116524734,1.18766610680319,1.19954911330705,3.1425526981288,1.42652003122628,3.2725040808158,3.3826651890292,2.28725807597301,3.27546198938659,1.19757053107138,1.47977116524734,1.18766610680319,1.19954911330705,3.1425526981288,1.18766610680319
"E. Triverio Racing Club de Avellaneda",1.10731926370882,0.708120083916222,0.46435152509912,0.941389988892034,0.0891674887229492,-0.540161729099407,0.731796766939258,-0.494395285582945,1.02077419962942,0.925023590922313,-0.328533241472405,0.339778613082416,0.655775831021371,0.971406059104785,2.03071203196205,-0.808822219399673,0.129678440103669,1.65308429024224,-0.492291784207132,-0.162043882182316,1.2383856252542,0.81971724892552,1.1340149055208,-0.448436624129489,1.52355371775414,0.118695017098386,0.942639480485198,1.35595065860446,1.39041353856133,-0.334673575599199,1.03307806573979,0.384151159157111,0.381634920512372,1.1184123260124,-0.369229274726495,0.65631520559075,0.379203824716674,0.872629134046977,0.757973865409996,0.538819998656329,0.410590606622479,1.05948253577049,0.593806228015405,0.757973865409996,0.598705774261964,0.538819998656329,0.593806228015405,0.410590606622479,1.05948253577049,0.550083245119514,1.18766610680319,0.794397189701782,0.571427199061399,0.757973865409996,0.598705774261964,0.538819998656329,0.593806228015405,0.410590606622479,1.05948253577049,0.550083245119514,1.18766610680319,0.794397189701782,0.571427199061399,1.18766610680319
"H. Rodallega Trabzonspor",1.3989204001204,1.36628264044683,0.46435152509912,1.68625000628568,0.516453042253684,0.0828472440507799,0.818439006927418,0.886617046375184,1.13730339246874,1.32147535264592,1.61770293643558,1.7548873607389,1.32784904955925,0.717577790688653,1.88567074306004,-1.44523875765164,-0.831807254500588,-0.807716733135123,-0.810065103470233,-0.470597096715926,0.868654551865889,1.53412890048241,1.7543359989396,1.24355586670415,1.30082548257147,0.545918145972874,1.17207337314967,0.629231691558784,1.17717050303657,1.14662842154037,0.714002406555809,1.01661295351083,0.472590402999083,1.21632032349802,1.13372044049393,0.348905952498863,1.38789811211267,1.04908662017332,1.42652003122628,1.39197355576819,1.50197018100881,1.19757053107138,1.50566491537719,1.42652003122628,1.63851622681068,1.39197355576819,1.50566491537719,1.50197018100881,1.19757053107138,1.47977116524734,1.18766610680319,1.3345997545088,1.71414964309135,1.42652003122628,1.63851622681068,1.39197355576819,1.50566491537719,1.50197018100881,1.19757053107138,1.47977116524734,1.18766610680319,1.3345997545088,1.71414964309135,1.18766610680319
"M. Caraglio Club Atlas",1.20680420655791,0.708120083916222,0.46435152509912,0.780188940351617,-0.338118064807786,1.26656429303613,-0.307910112918663,-0.819339363690741,0.904245006790097,1.42058829307682,1.24342674837635,0.261161460434833,0.767788034111017,0.971406059104785,0.145175276235873,1.10042739535623,-0.190816791431084,-1.42291698897947,-0.810065103470233,0.455062546884904,1.60811669864251,-0.162598771965199,1.1340149055208,0.820557743995741,1.30082548257147,-0.0949165473388586,1.40150726581414,0.940682677435502,0.857305949749427,0.72339927950049,1.24579517186244,-0.564541532373472,-1.71034117668199,-0.154391641300649,-0.651032346330324,1.11742908522858,0.278334395977075,1.31377284936284,0.757973865409996,0.538819998656329,0.410590606622479,0.783306545168704,0.724071754781374,0.757973865409996,0.00452837280555695,0.538819998656329,0.724071754781374,0.410590606622479,0.783306545168704,0.682895805137776,1.18766610680319,0.794397189701782,0.142906282550166,0.757973865409996,0.00452837280555695,0.538819998656329,0.724071754781374,0.410590606622479,0.783306545168704,0.682895805137776,1.18766610680319,0.794397189701782,0.142906282550166,1.18766610680319
"Nélson Oliveira Norwich City",1.51190673366929,0.0499575273856181,0.963931309018084,1.28602671335775,-0.0817467326893447,1.32886519035115,0.471870046974778,0.399200929213491,1.25383258530805,1.61881417393863,0.944005797928971,1.04733298691066,0.655775831021371,1.22523432752092,0.145175276235873,-0.808822219399673,-1.15230248603534,-1.11531686105729,-1.12783842273333,-0.162043882182316,1.05352008856004,0.81971724892552,0.336459213982349,0.820557743995741,1.41218960016281,1.07994705706599,1.51622421214637,0.940682677435502,0.537441396462287,1.0408211360304,1.13943661880112,0.594971757275018,0.29067943802566,0.530964341098688,1.32158915489648,0.65631520559075,0.984420397154272,0.784400390983805,1.15910156489976,1.53416581528683,1.36554773421052,1.19757053107138,1.24513386184525,1.15910156489976,1.19288317571837,1.53416581528683,1.24513386184525,1.36554773421052,1.19757053107138,1.08133348519256,1.18766610680319,1.06449847210529,1.14278842107638,1.15910156489976,1.19288317571837,1.53416581528683,1.24513386184525,1.36554773421052,1.19757053107138,1.08133348519256,1.18766610680319,1.06449847210529,1.14278842107638,1.18766610680319
"M. Konaté Amiens SC Football",0.993226690860361,-0.169429991457917,1.46351109293705,0.563401323348989,1.79830970284589,-0.976268010304537,1.25165020686822,0.48043694874044,0.904245006790097,0.726797710060508,0.944005797928971,-0.446392913393411,0.99181244029031,0.971406059104785,-0.580031168274197,-1.44523875765164,-0.511312022965836,-0.500116605212952,-0.174518464944031,-0.162043882182316,1.14595285690712,-0.25190022840981,1.57710140081994,-0.786835122296217,-0.369636281298533,-0.842557022869214,1.05735642681743,0.629231691558784,1.71027809184847,0.405977422970583,0.607643853494482,-0.880772429550334,1.83692264029975,0.628872338584307,-0.838901060732877,0.118349012679948,0.0765955384978757,0.1667991895416,0.891683098573252,-0.172141298936889,-0.135099180570686,1.19757053107138,0.333275174483466,0.891683098573252,0.598705774261964,-0.172141298936889,0.333275174483466,-0.135099180570686,1.19757053107138,1.21414604521082,1.18766610680319,1.3345997545088,0.571427199061399,0.891683098573252,0.598705774261964,-0.172141298936889,0.333275174483466,-0.135099180570686,1.19757053107138,1.21414604521082,1.18766610680319,1.3345997545088,0.571427199061399,1.18766610680319
"Miguel Rosa CF Os Belenenses",0.411715140440641,0.708120083916222,0.46435152509912,1.75295388844034,0.0891674887229492,1.1419624984061,0.818439006927418,0.805381026848235,1.37036177814737,1.22236241221502,2.1416895997185,2.30520742927198,1.32784904955925,0.590663656480587,1.95819138751105,-1.44523875765164,0.770668903173174,-1.42291698897947,0.778801492845273,1.68927540501934,0.591356246824655,1.89133472626085,-0.638331075675759,2.4279506102877,1.96901018811947,0.759529710410119,-0.433963875501618,0.317780705682065,1.39041353856133,1.88727942011015,1.35215372492377,1.12202325256979,-0.618875386841452,0.628872338584307,1.41552351209776,-0.496469493503825,1.89224525581067,0.696171647920633,1.69393849755279,1.53416581528683,2.04765996820197,1.33565852637227,2.02672702244107,1.69393849755279,1.78706057717478,1.53416581528683,2.02672702244107,2.04765996820197,1.33565852637227,1.61258372526561,1.04623062158708,1.46965039571056,1.8569899485951,1.69393849755279,1.78706057717478,1.53416581528683,2.02672702244107,2.04765996820197,1.33565852637227,1.61258372526561,1.04623062158708,1.46965039571056,1.8569899485951,1.04623062158708
"C. Obasi AIK Solna",0.635600611022623,1.36628264044683,0.46435152509912,1.4805797029755,-0.0817467326893447,0.768157114515985,0.905081246915578,-0.575631305109894,1.37036177814737,0.132120067475096,1.91712388688296,1.36180159750099,1.77589786191783,0.844491924896719,1.66810880970702,-1.12703048852566,-0.190816791431084,0.42268377855356,0.14325485431907,0.763615761418514,0.498923478477577,1.89133472626085,0.247841914922521,1.15895624216247,1.30082548257147,0.545918145972874,0.369054748824025,0.940682677435502,1.39041353856133,1.25243570705033,1.03307806573979,1.01661295351083,0.108768473052238,-0.252299638786268,1.32158915489648,0.272053639225891,0.480073253456274,1.22554410629967,1.29281079806302,1.53416581528683,1.50197018100881,1.33565852637227,1.37539938861122,1.29281079806302,1.63851622681068,1.53416581528683,1.37539938861122,1.50197018100881,1.33565852637227,1.47977116524734,1.18766610680319,1.46965039571056,1.71414964309135,1.29281079806302,1.63851622681068,1.53416581528683,1.37539938861122,1.50197018100881,1.33565852637227,1.47977116524734,1.18766610680319,1.46965039571056,1.71414964309135,1.18766610680319
"T. Bifouma Medicana Sivasspor",0.859486081604606,0.0499575273856181,1.13045790365774,1.01365252789291,1.96922392425818,0.705856217200967,2.11807260674982,0.724145007321287,1.13730339246874,0.132120067475096,1.16857151076451,-0.13192430280308,1.2158368464696,0.717577790688653,0.000133987333858768,1.10042739535623,0.450173671638421,0.42268377855356,-0.174518464944031,-0.470597096715926,-0.240538668299047,0.641114336036299,2.02018789611908,0.143760747662285,0.521276659432136,-0.62894545843197,-0.778114714498322,0.629231691558784,1.07054898527419,0.405977422970583,1.99030504329173,-0.459131233314519,2.2007445702466,0.237240348641829,-0.275294917525219,0.19520132595292,-1.73905417881492,0.519714161794288,0.757973865409996,0.254435479619042,0.274168159824187,1.05948253577049,0.333275174483466,0.757973865409996,0.895794474990168,0.254435479619042,0.333275174483466,0.274168159824187,1.05948253577049,1.08133348519256,1.18766610680319,1.3345997545088,0.999948115572632,0.757973865409996,0.895794474990168,0.254435479619042,0.333275174483466,0.274168159824187,1.05948253577049,1.08133348519256,1.18766610680319,1.3345997545088,0.999948115572632,1.18766610680319
"E. Cerutti San Lorenzo de Almagro",1.03314514408126,0.0499575273856181,0.963931309018084,1.26935074281909,1.96922392425818,1.26656429303613,1.59821916682086,0.805381026848235,1.13730339246874,1.22236241221502,1.39313722360004,0.890098681615494,1.55187345573854,-0.678477685600072,0.435257854039901,-0.172405681147704,0.450173671638421,-0.192516477290781,1.09657481210837,-0.779150311249536,0.129192405089265,0.641114336036299,0.425076513042178,1.66655398941256,1.30082548257147,-0.522139676213347,0.713205587820729,0.421597700974305,0.857305949749427,1.46405027807027,0.182209641249175,-0.564541532373472,1.65501167532633,1.1184123260124,-0.838901060732877,-0.72702643332274,1.48876754085227,0.607942904857461,1.56022926438953,0.112243220100398,0.956280393815643,1.19757053107138,1.37539938861122,1.56022926438953,0.895794474990168,0.112243220100398,1.37539938861122,0.956280393815643,1.19757053107138,1.61258372526561,0.763359651154857,1.60470103691232,1.14278842107638,1.56022926438953,0.895794474990168,0.112243220100398,1.37539938861122,0.956280393815643,1.19757053107138,1.61258372526561,0.763359651154857,1.60470103691232,1.14278842107638,0.763359651154857
"Kléber Estoril Praia",0.56788494519303,0.488732565072688,0.630878119738775,1.14706029220222,-0.423575175513932,1.07966160109108,0.0386588470339777,-0.738103344163792,1.37036177814737,1.91615299523133,1.01886103554082,1.51903590279616,1.2158368464696,1.09832019331285,0.000133987333858768,-0.172405681147704,1.73215459777743,0.730283906475731,-0.492291784207132,1.38072219048573,1.14595285690712,0.0160041409240225,0.513693812102006,1.4973547403292,0.744004894614804,-0.0949165473388586,1.51622421214637,1.04449967272774,0.963927467511806,1.0408211360304,0.714002406555809,0.489561458216065,-1.61938569419528,0.530964341098688,0.757983011688821,0.963724458682636,1.08528982589387,1.22554410629967,1.15910156489976,0.96539677721226,1.09270284061393,1.05948253577049,1.37539938861122,1.15910156489976,0.598705774261964,0.96539677721226,1.37539938861122,1.09270284061393,1.05948253577049,1.08133348519256,1.18766610680319,1.06449847210529,0.714267504565143,1.15910156489976,0.598705774261964,0.96539677721226,1.37539938861122,1.09270284061393,1.05948253577049,1.08133348519256,1.18766610680319,1.06449847210529,0.714267504565143,1.18766610680319
"J. Gustaldo Universidad Católica",0.411715140440641,0.0499575273856181,0.46435152509912,0.518932068579218,-1.36360339328155,-0.0417545505792574,0.0386588470339777,-0.494395285582945,1.02077419962942,1.32147535264592,-0.403388479084251,0.890098681615494,-0.0162973875165074,0.844491924896719,0.507778498490908,-0.172405681147704,-0.190816791431084,2.26828454608659,-0.174518464944031,0.763615761418514,1.2383856252542,-0.609106054188254,-0.461096477556103,0.651358494912377,1.41218960016281,-1.16297436952508,1.51622421214637,0.940682677435502,0.537441396462287,1.3582429925603,2.09666359635306,-1.4078239248451,-1.25556376424843,-0.448115633757507,-0.7449667035316,1.50169065159344,0.984420397154272,1.66668782161553,0.891683098573252,-0.172141298936889,0.137745713025896,0.783306545168704,0.854337281547344,0.891683098573252,-0.738193379014952,-0.172141298936889,0.854337281547344,0.137745713025896,0.783306545168704,0.284458125082992,1.18766610680319,0.389245266096515,-0.571295244968556,0.891683098573252,-0.738193379014952,-0.172141298936889,0.854337281547344,0.137745713025896,0.783306545168704,0.284458125082992,1.18766610680319,0.389245266096515,-0.571295244968556,1.18766610680319
